ARRAY_ID	CHEMICAL	DOSE	VEHICLE	ROUTE	DURATION	ORGAN_OR_CELL_TYPE	ANIMAL_ID	SEX	SPECIES	STRAIN	STUDY_TYPE	RNA_ID	TOXICOLOGY_EXPERIMENT_DATE	RNA_EXTRACTION_DATE	cRNA_PREP_DATE	HYB_DATE
102612.CEL	CHLORPROPAMIDE	269 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	R020716-091	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53309	07/16/2002	04/30/2007	09/11/2007	09/19/2007
102635.CEL	LEVOSULPIRIDE	1200 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	THIGH MUSCLE	R020813-096	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53295	08/13/2002	04/30/2007	09/11/2007	09/19/2007
91905.CEL	GATIFLOXACIN	770 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S020506-209	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95565	05/06/2002	10/10/2005	10/11/2005	10/19/2005
91935.CEL	NAPROXEN	134 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011127-177	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95597	11/27/2001	10/10/2005	10/11/2005	10/24/2005
92057.CEL	ENROFLOXACIN	2000 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	R020423-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95680	04/23/2002	10/11/2005	10/13/2005	10/26/2005
92252.CEL			CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011204-005	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95868	12/04/2001	10/18/2005	10/24/2005	11/02/2005
92422.CEL	OXAPROZIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S020617-224	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95986	06/17/2002	10/25/2005	10/28/2005	11/08/2005
102641.CEL	PENTOXIFYLLINE	1170 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	THIGH MUSCLE	S020805-141	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	53413	08/05/2002	08/28/2007	09/11/2007	09/18/2007
92384.CEL	MEFENAMIC ACID	93 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S020311-376	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96032	03/11/2002	10/21/2005	10/26/2005	11/07/2005
91940.CEL	LEFLUNOMIDE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011009-129	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95603	10/09/2001	10/10/2005	10/11/2005	10/24/2005
91934.CEL	FLUVASTATIN	5 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011127-077	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95596	11/27/2001	10/10/2005	10/11/2005	10/24/2005
92104.CEL	LEFLUNOMIDE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S011009-131	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95695	10/09/2001	10/11/2005	10/17/2005	10/27/2005
92609.CEL	RAMIPRIL	1500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S020708-283	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96224	07/08/2002	11/01/2005	11/03/2005	11/14/2005
92209.CEL	NORFLOXACIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020617-202	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95824	06/17/2002	10/18/2005	10/19/2005	11/01/2005
92217.CEL	CISPLATIN	1.17 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020108-053	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95832	01/08/2002	10/18/2005	10/19/2005	11/01/2005
92191.CEL	CEPHALEXIN	2500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S020429-332	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95805	04/29/2002	10/18/2005	10/19/2005	11/01/2005
92303.CEL			WATER 100 %	ORAL GAVAGE	3 d	KIDNEY	S020408-354	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95919	04/08/2002	10/20/2005	10/24/2005	11/03/2005
92427.CEL	BENAZEPRIL	1750 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020610-096	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95991	06/10/2002	10/25/2005	10/28/2005	11/08/2005
92573.CEL	KANAMYCIN	225 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020729-184	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96186	07/29/2002	10/28/2005	11/01/2005	11/10/2005
92533.CEL			SALINE 100 %	ORAL GAVAGE	3 d	KIDNEY	I011106-015	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96146	11/06/2001	10/28/2005	11/01/2005	11/10/2005
92071.CEL	LOXOPROFEN	18 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S020415-167	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95703	04/15/2002	10/11/2005	10/17/2005	10/27/2005
91910.CEL	FENOFIBRATE	43 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011106-177	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95570	11/06/2001	10/10/2005	10/11/2005	10/19/2005
92633.CEL	CORTISONE	206 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	R021008-043	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96248	10/08/2002	11/01/2005	11/03/2005	11/14/2005
92628.CEL	N,N-DIMETHYLFORMAMIDE	1400 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	KIDNEY	I011106-094	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96243	11/06/2001	11/01/2005	11/03/2005	11/14/2005
92275.CEL	NORFLOXACIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020617-203	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95891	06/17/2002	10/20/2005	10/24/2005	11/02/2005
92260.CEL	FLUOXETINE	52 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	R020730-116	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95876	07/30/2002	10/18/2005	10/24/2005	11/02/2005
96142.CEL	ERYTHROMYCIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020708-163	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99339	07/08/2002	02/28/2006	03/01/2006	03/06/2006
96205.CEL	4,4'-METHYLENEDIANILINE	81 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S020325-112	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98209	03/25/2002	03/01/2006	03/03/2006	03/07/2006
96439.CEL	N,N-DIMETHYLFORMAMIDE	140 mg/kg	SALINE 100 %	ORAL GAVAGE	5 d	LIVER	I011106-084	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99557	11/06/2001	03/02/2006	03/08/2006	03/14/2006
96414.CEL	N-NITROSODIETHYLAMINE	1.67 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	LIVER	I011106-055	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99531	11/06/2001	03/02/2006	03/08/2006	03/14/2006
97400.CEL	VALPROIC ACID	1500 mg/kg	WATER 100 %	ORAL GAVAGE	1 d	LIVER	S030120-178	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	98406	01/20/2003	01/31/2006	02/08/2006	04/19/2006
97487.CEL	GENTAMICIN	267 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	5 d	KIDNEY	S020805-239	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50744	08/05/2002	03/31/2006	04/11/2006	04/20/2006
96394.CEL	LORAZEPAM	2000 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	LIVER	S020422-139	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99511	04/22/2002	03/02/2006	03/08/2006	03/13/2006
96499.CEL	AMINOSALICYLIC ACID	2337 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	LIVER	R020730-046	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99615	07/30/2002	03/06/2006	03/09/2006	03/15/2006
96543.CEL	DAUNORUBICIN	3.25 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	LIVER	S020311-069	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99662	03/11/2002	03/06/2006	03/09/2006	03/16/2006
92504.CEL			SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020805-013	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96118	08/05/2002	10/25/2005	10/28/2005	11/09/2005
91885.CEL	GEMFIBROZIL	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011002-198	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95544	10/02/2001	10/10/2005	10/11/2005	10/17/2005
91895.CEL			CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011204-011	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95554	12/04/2001	10/10/2005	10/11/2005	10/18/2005
92587.CEL	4-METHYLPYRAZOLE	155 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020722-260	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96200	07/22/2002	10/28/2005	11/01/2005	11/10/2005
92565.CEL	N-NITROSODIETHYLAMINE	34 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	KIDNEY	I011106-069	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96178	11/06/2001	10/28/2005	11/01/2005	11/10/2005
92627.CEL	AZAURIDINE	1500 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S020805-089	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96242	08/05/2002	11/01/2005	11/03/2005	11/14/2005
92015.CEL	CADMIUM CHLORIDE	66 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S020422-408	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95636	04/22/2002	10/11/2005	10/17/2005	10/27/2005
92229.CEL	DIETHYLSTILBESTROL	2.8 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011030-170	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95845	10/30/2001	10/18/2005	10/19/2005	11/02/2005
92619.CEL	AZITHROMYCIN	225 mg/kg	WATER 100 %	ORAL GAVAGE	5 d	KIDNEY	S011113-274	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96234	11/13/2001	11/01/2005	11/03/2005	11/14/2005
92714.CEL			CORN OIL 100 %	SUBCUTANEOUS	1 d	KIDNEY	S020819-010	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96330	08/19/2002	11/03/2005	11/06/2005	11/16/2005
92350.CEL	NORFLOXACIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020617-204	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95965	06/17/2002	10/20/2005	10/26/2005	11/07/2005
92189.CEL	OXAPROZIN	1500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S020617-225	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95803	06/17/2002	10/18/2005	10/19/2005	11/01/2005
92271.CEL	DIETHYLSTILBESTROL	2.8 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011030-171	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95887	10/30/2001	10/18/2005	10/24/2005	11/02/2005
92353.CEL	LEAD(IV) ACETATE	200 mg/kg	SALINE 100 %	ORAL GAVAGE	1 d	KIDNEY	S020108-197	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95968	01/08/2002	10/20/2005	10/26/2005	11/07/2005
92599.CEL	CISPLATIN	.5 mg/kg	SALINE 100 %	INTRAPERITONEAL	5 d	KIDNEY	R030501-083	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96212	05/01/2003	10/28/2005	11/01/2005	11/14/2005
93119.CEL	DANAZOL	95 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041013-16260		Primary Rat Hepatocytes	RHCYT	In Vitro	16260	10/13/2004	11/21/2005	11/23/2005	12/01/2005
92496.CEL	4-METHYLPYRAZOLE	155 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020722-259	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96110	07/22/2002	10/25/2005	10/28/2005	11/09/2005
92701.CEL	LEAD (II) ACETATE	200 mg/kg	SALINE 100 %	ORAL GAVAGE	.25 d	KIDNEY	S020108-171	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96316	01/08/2002	11/03/2005	11/06/2005	11/15/2005
92641.CEL	GADOPENTETATE DIMEGLUMINE	125 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	KIDNEY	S020930-214	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96256	09/30/2002	11/01/2005	11/03/2005	11/14/2005
92764.CEL			CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S021104-016	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96383	11/04/2002	11/03/2005	11/06/2005	11/16/2005
92244.CEL	CISPLATIN	2 mg/kg	SALINE 100 %	INTRAVENOUS	5 d	KIDNEY	S020108-072	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95860	01/08/2002	10/18/2005	10/19/2005	11/02/2005
92398.CEL	1-NAPHTHYL ISOTHIOCYANATE	30 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S010924-104	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96049	09/24/2001	10/21/2005	10/26/2005	11/07/2005
91898.CEL	ACETAMINOPHEN	486 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	KIDNEY	S011106-064	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95557	11/06/2001	10/10/2005	10/11/2005	10/18/2005
92460.CEL			CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	R021008-011	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96074	10/08/2002	10/25/2005	10/28/2005	11/08/2005
92507.CEL	CORTISONE	206 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	R021008-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96121	10/08/2002	10/25/2005	10/28/2005	11/09/2005
92727.CEL	1-NAPHTHYL ISOTHIOCYANATE	60 mg/kg	CORN OIL 100 %	ORAL GAVAGE	7 d	KIDNEY	S010924-132	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96344	09/24/2001	11/03/2005	11/06/2005	11/16/2005
92396.CEL	AZAURIDINE	1500 mg/kg	CMC .5 %	ORAL GAVAGE	3 d	KIDNEY	S020805-091	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96047	08/05/2002	10/21/2005	10/26/2005	11/07/2005
92801.CEL	BACITRACIN	380 mg/kg	CORN OIL 100 %	SUBCUTANEOUS	5 d	KIDNEY	S020708-358	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96407	07/08/2002	11/05/2005	11/07/2005	11/17/2005
92747.CEL	FLURBIPROFEN	10 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S021028-064	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96366	10/28/2002	11/03/2005	11/06/2005	11/16/2005
96586.CEL	ALLYL ALCOHOL	25 mg/kg	SALINE 100 %	INTRAPERITONEAL	7 d	LIVER	S011002-276	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99708	10/02/2001	03/06/2006	03/12/2006	03/16/2006
97712.CEL	CARBIMAZOLE	400 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	LIVER	S020520-284	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	51025	05/20/2002	04/12/2006	04/17/2006	04/24/2006
96697.CEL			SALINE 100 %	INTRAVENOUS	.25 d	LIVER	S011106-220	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99777	11/06/2001	03/07/2006	03/15/2006	03/21/2006
96599.CEL	CYTARABINE	487 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	LIVER	S011106-259	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99721	11/06/2001	03/06/2006	03/12/2006	03/20/2006
96774.CEL	METHYL SALICYLATE	444 mg/kg	CORN OIL 100 %	ORAL GAVAGE	1 d	LIVER	S020325-138	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	99610	03/25/2002	03/14/2006	03/16/2006	03/22/2006
96999.CEL	CHOLECALCIFEROL	8 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	S020708-094	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50603	07/08/2002	03/29/2006	03/31/2006	04/06/2006
97838.CEL			CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S040609-005	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50651	06/09/2004	03/30/2006	04/18/2006	05/01/2006
97524.CEL	ACETAMINOPHEN	100 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S011106-056	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50783	11/06/2001	03/31/2006	04/11/2006	05/02/2006
96940.CEL	L-PHENYLEPHRINE	.44 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	5 d	HEART	S040818-087	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50125	08/18/2004	03/14/2006	03/22/2006	04/04/2006
96979.CEL	IFOSFAMIDE	143 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	HEART	I011106-045	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50528	11/06/2001	03/29/2006	03/31/2006	04/05/2006
96846.CEL	ISOPRENALINE	4.2 mg/kg	SALINE 100 %	MINI-PUMP - SUBCUTANEOUS	3 d	HEART	S040818-071	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50055	08/18/2004	03/10/2006	03/20/2006	04/03/2006
97101.CEL	AMIODARONE	147 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	HEART	R020910-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50232	09/10/2002	03/15/2006	04/03/2006	04/10/2006
100946.CEL	CHLORPROMAZINE	43.9 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070117-18461		Primary Rat Hepatocytes	RHCYT	In Vitro	18461	01/17/2007	01/25/2007	02/15/2007	03/01/2007
100988.CEL	ALLYL ALCOHOL	40 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070213-18521		Primary Rat Hepatocytes	RHCYT	In Vitro	18521	02/13/2007	02/26/2007	03/05/2007	03/07/2007
101029.CEL	METHAPYRILENE	500 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20070220-18603		Primary Rat Hepatocytes	RHCYT	In Vitro	18603	02/20/2007	03/02/2007	03/05/2007	03/12/2007
97132.CEL	VINORELBINE	1.5 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	HEART	S020520-091	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50263	05/20/2002	03/17/2006	04/04/2006	04/10/2006
97162.CEL			SALINE 100 %	INTRAPERITONEAL	5 d	HEART	R030501-002	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50293	05/01/2003	03/17/2006	04/04/2006	04/11/2006
97368.CEL	IFOSFAMIDE	143 mg/kg	SALINE 100 %	ORAL GAVAGE	3 d	HEART	I011106-044	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50500	11/06/2001	03/23/2006	04/07/2006	04/17/2006
97219.CEL			CORN OIL 100 %	ORAL GAVAGE	5 d	HEART	S011204-020	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50080	12/04/2001	03/22/2006	04/05/2006	04/12/2006
97317.CEL			WATER 100 %	ORAL GAVAGE	1 d	HEART	S020205-178	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	50446	02/05/2002	03/23/2006	04/07/2006	04/13/2006
92232.CEL	LOVASTATIN	450 mg/kg	CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S011009-014	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95848	10/09/2001	10/18/2005	10/19/2005	11/02/2005
92233.CEL	CERIVASTATIN	7 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	S020211-120	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95849	02/11/2002	10/18/2005	10/19/2005	11/02/2005
92354.CEL	MEFENAMIC ACID	93 mg/kg	CORN OIL 100 %	ORAL GAVAGE	3 d	KIDNEY	S020311-380	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95969	03/11/2002	10/20/2005	10/26/2005	11/07/2005
92508.CEL	LIPOPOLYSACCHARIDE E. COLI O55:B5	1.25 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020325-089	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	95992	03/25/2002	10/28/2005	11/01/2005	11/09/2005
93015.CEL	CLOFIBRATE	500 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050322-16169		Primary Rat Hepatocytes	RHCYT	In Vitro	16169	03/22/2005	11/18/2005	11/21/2005	11/29/2005
93022.CEL	ACETAMINOPHEN	1950 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050428-16176		Primary Rat Hepatocytes	RHCYT	In Vitro	16176	04/28/2005	11/18/2005	11/21/2005	11/30/2005
92521.CEL	4-METHYLPYRAZOLE	155 mg/kg	SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S020722-258	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96134	07/22/2002	10/28/2005	11/01/2005	11/09/2005
92514.CEL	INDOMETHACIN	4.5 mg/kg	WATER 100 %	ORAL GAVAGE	3 d	KIDNEY	S011009-153	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96127	10/09/2001	10/28/2005	11/01/2005	11/09/2005
92511.CEL			SALINE 100 %	INTRAPERITONEAL	5 d	KIDNEY	R030501-004	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96124	05/01/2003	10/28/2005	11/01/2005	11/09/2005
92611.CEL	ROXARSONE	11 mg/kg	CORN OIL 100 %	ORAL GAVAGE	5 d	KIDNEY	R031120-087	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96226	11/20/2003	11/01/2005	11/03/2005	11/14/2005
92999.CEL	FLUPHENAZINE	45 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20040929-16153		Primary Rat Hepatocytes	RHCYT	In Vitro	16153	09/29/2004	11/18/2005	11/21/2005	11/28/2005
92943.CEL	GEMFIBROZIL	700 mg/kg	CORN OIL 100 %	ORAL GAVAGE	7 d	KIDNEY	S011002-227	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96551	10/02/2001	11/08/2005	11/04/2005	11/28/2005
92876.CEL			WATER 100 %	ORAL GAVAGE	3 d	KIDNEY	S040617-012	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96481	06/17/2004	11/05/2005	11/04/2005	11/21/2005
92905.CEL			CMC .5 %	ORAL GAVAGE	.25 d	KIDNEY	S020408-003	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96510	04/08/2002	11/08/2005	11/04/2005	11/22/2005
93108.CEL	VENLAFAXINE	1481 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20050316-16248		Primary Rat Hepatocytes	RHCYT	In Vitro	16248	03/16/2005	11/21/2005	11/23/2005	12/01/2005
93170.CEL			DMSO .1 %	NONE	1 d	CELL CULTURE	C20041103-16294		Primary Rat Hepatocytes	RHCYT	In Vitro	16294	11/03/2004	11/22/2005	11/29/2005	12/01/2005
93141.CEL	ZIDOVUDINE	14800 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20050323-16287		Primary Rat Hepatocytes	RHCYT	In Vitro	16287	03/23/2005	11/21/2005	11/23/2005	12/01/2005
93566.CEL	DOXOFYLLINE	13500 uM	DMSO .1 %	NONE	.67 d	CELL CULTURE	C20041109-16354		Primary Rat Hepatocytes	RHCYT	In Vitro	16354	11/09/2004	12/05/2005	12/07/2005	12/12/2005
93472.CEL	ANTIMYCIN A	.03 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040818-16611		Primary Rat Hepatocytes	RHCYT	In Vitro	16611	08/18/2004	11/29/2005	12/04/2005	12/12/2005
92886.CEL	NETILMICIN	41 mg/kg	SALINE 100 %	INTRAVENOUS	3 d	KIDNEY	S020610-067	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96491	06/10/2002	11/08/2005	11/04/2005	11/21/2005
92754.CEL			SALINE 100 %	INTRAVENOUS	1 d	KIDNEY	S011106-224	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96373	11/06/2001	11/03/2005	11/06/2005	11/16/2005
92833.CEL			SALINE 100 %	INTRAPERITONEAL	14 d	KIDNEY	R030501-008	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96439	05/01/2003	11/05/2005	11/07/2005	11/17/2005
92794.CEL			CORN OIL 100 %	ORAL GAVAGE	.25 d	KIDNEY	S010924-003	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96399	09/24/2001	11/03/2005	11/07/2005	11/17/2005
92604.CEL	DEXIBUPROFEN	239 mg/kg	CMC .5 %	ORAL GAVAGE	5 d	KIDNEY	R021008-070	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96218	10/08/2002	11/01/2005	11/03/2005	11/14/2005
93361.CEL	CELECOXIB	100 uM	DMSO .1 %	NONE	1 d	CELL CULTURE	C20040706-16494		Primary Rat Hepatocytes	RHCYT	In Vitro	16494	07/06/2004	11/28/2005	12/01/2005	12/07/2005
92850.CEL	FLURBIPROFEN	10 mg/kg	CMC .5 %	ORAL GAVAGE	1 d	KIDNEY	S021028-065	M	Rat, Male, CD-IGS, Sprague Dawley	RATM	In Vivo	96457	10/28/2002	11/05/2005	11/07/2005	11/17/2005
